Time Published,Overall Sentiment Score,Overall Sentiment Label,Ticker Sentiment
20230427T093100,0.355086,Bullish,"[{'ticker': 'SO', 'relevance_score': '0.24289', 'ticker_sentiment_score': '0.299012', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.52949', 'ticker_sentiment_score': '0.446535', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NGS', 'relevance_score': '0.082111', 'ticker_sentiment_score': '0.214344', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20230427T093100,0.318793,Somewhat-Bullish,"[{'ticker': 'SO', 'relevance_score': '0.452639', 'ticker_sentiment_score': '0.246378', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.508345', 'ticker_sentiment_score': '0.407442', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NGS', 'relevance_score': '0.068502', 'ticker_sentiment_score': '0.209248', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20230427T090600,0.090507,Neutral,"[{'ticker': 'HCSG', 'relevance_score': '0.07446', 'ticker_sentiment_score': '0.063103', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.42503', 'ticker_sentiment_score': '0.358379', 'ticker_sentiment_label': 'Bullish'}]"
20230427T090600,0.029473,Neutral,"[{'ticker': 'VZ', 'relevance_score': '0.266504', 'ticker_sentiment_score': '0.147317', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HCSG', 'relevance_score': '0.030178', 'ticker_sentiment_score': '0.059635', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BA', 'relevance_score': '0.377142', 'ticker_sentiment_score': '-0.132822', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.179565', 'ticker_sentiment_score': '0.192248', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20230426T174414,0.08128,Neutral,"[{'ticker': 'MRNA', 'relevance_score': '0.048621', 'ticker_sentiment_score': '-0.385039', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'ESALF', 'relevance_score': '0.048621', 'ticker_sentiment_score': '0.112001', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BIIB', 'relevance_score': '0.048621', 'ticker_sentiment_score': '0.112001', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.097062', 'ticker_sentiment_score': '-0.009783', 'ticker_sentiment_label': 'Neutral'}]"
20230426T163745,0.165482,Somewhat-Bullish,"[{'ticker': 'ALNY', 'relevance_score': '0.045054', 'ticker_sentiment_score': '0.097348', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MRKR', 'relevance_score': '0.045054', 'ticker_sentiment_score': '0.097348', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LEGN', 'relevance_score': '0.265378', 'ticker_sentiment_score': '-0.030734', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.045054', 'ticker_sentiment_score': '0.034999', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BIIB', 'relevance_score': '0.045054', 'ticker_sentiment_score': '0.097348', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.089965', 'ticker_sentiment_score': '0.106771', 'ticker_sentiment_label': 'Neutral'}]"
20230426T144200,0.065244,Neutral,"[{'ticker': 'MDLZ', 'relevance_score': '0.087503', 'ticker_sentiment_score': '-0.005204', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CF', 'relevance_score': '0.216473', 'ticker_sentiment_score': '0.090028', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.087503', 'ticker_sentiment_score': '0.155986', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'KO', 'relevance_score': '0.087503', 'ticker_sentiment_score': '-0.005204', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CBRL', 'relevance_score': '0.216473', 'ticker_sentiment_score': '-0.102389', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.258351', 'ticker_sentiment_score': '0.200121', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'KHC', 'relevance_score': '0.130926', 'ticker_sentiment_score': '-0.048496', 'ticker_sentiment_label': 'Neutral'}]"
20230426T143843,0.205234,Somewhat-Bullish,"[{'ticker': 'META', 'relevance_score': '0.194763', 'ticker_sentiment_score': '0.061147', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.065506', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.065506', 'ticker_sentiment_score': '0.010105', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.065506', 'ticker_sentiment_score': '0.010105', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PG', 'relevance_score': '0.065506', 'ticker_sentiment_score': '0.010105', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ATVI', 'relevance_score': '0.065506', 'ticker_sentiment_score': '0.08988', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABNB', 'relevance_score': '0.065506', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
20230426T132800,0.193386,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.263942', 'ticker_sentiment_score': '0.031445', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABBV', 'relevance_score': '0.263942', 'ticker_sentiment_score': '0.127168', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GILD', 'relevance_score': '0.263942', 'ticker_sentiment_score': '0.095222', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BIIB', 'relevance_score': '0.038407', 'ticker_sentiment_score': '0.106241', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BMY', 'relevance_score': '0.227361', 'ticker_sentiment_score': '0.046608', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.038407', 'ticker_sentiment_score': '0.106241', 'ticker_sentiment_label': 'Neutral'}]"
20230426T122300,0.382192,Bullish,"[{'ticker': 'ABT', 'relevance_score': '0.12165', 'ticker_sentiment_score': '0.119638', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BSX', 'relevance_score': '0.555911', 'ticker_sentiment_score': '0.484933', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'SWAV', 'relevance_score': '0.12165', 'ticker_sentiment_score': '0.115053', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.12165', 'ticker_sentiment_score': '0.119638', 'ticker_sentiment_label': 'Neutral'}]"
20230426T121227,0.238647,Somewhat-Bullish,"[{'ticker': 'DSSMY', 'relevance_score': '0.550532', 'ticker_sentiment_score': '0.320835', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'UNH', 'relevance_score': '0.686739', 'ticker_sentiment_score': '0.194308', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.550532', 'ticker_sentiment_score': '0.39694', 'ticker_sentiment_label': 'Bullish'}]"
20230426T110000,0.114002,Neutral,"[{'ticker': 'ALKS', 'relevance_score': '0.372246', 'ticker_sentiment_score': '0.065574', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BIIB', 'relevance_score': '0.01682', 'ticker_sentiment_score': '-0.020903', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.033632', 'ticker_sentiment_score': '0.040587', 'ticker_sentiment_label': 'Neutral'}]"
20230426T095000,0.017064,Neutral,"[{'ticker': 'KO', 'relevance_score': '0.42503', 'ticker_sentiment_score': '0.250812', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MCK', 'relevance_score': '0.291471', 'ticker_sentiment_score': '0.111329', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.148273', 'ticker_sentiment_score': '0.027359', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.220809', 'ticker_sentiment_score': '0.12016', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'KR', 'relevance_score': '0.220809', 'ticker_sentiment_score': '-0.058472', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PG', 'relevance_score': '0.220809', 'ticker_sentiment_score': '0.118491', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HCSG', 'relevance_score': '0.07446', 'ticker_sentiment_score': '0.060399', 'ticker_sentiment_label': 'Neutral'}]"
20230425T205158,0.239554,Somewhat-Bullish,"[{'ticker': 'JNJ', 'relevance_score': '0.922387', 'ticker_sentiment_score': '0.384122', 'ticker_sentiment_label': 'Bullish'}]"
20230425T192200,-0.004888,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.085022', 'ticker_sentiment_score': '-0.138979', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LSCC', 'relevance_score': '0.085022', 'ticker_sentiment_score': '-0.220457', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MDNDF', 'relevance_score': '0.127231', 'ticker_sentiment_score': '-0.162718', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'FISV', 'relevance_score': '0.127231', 'ticker_sentiment_score': '0.081927', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.085022', 'ticker_sentiment_score': '0.065005', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RMBS', 'relevance_score': '0.085022', 'ticker_sentiment_score': '-0.08464', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DOW', 'relevance_score': '0.085022', 'ticker_sentiment_score': '0.065005', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WDAY', 'relevance_score': '0.085022', 'ticker_sentiment_score': '-0.220457', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MSFT', 'relevance_score': '0.169081', 'ticker_sentiment_score': '-0.154837', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'TSLA', 'relevance_score': '0.042571', 'ticker_sentiment_score': '0.115508', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNPS', 'relevance_score': '0.085022', 'ticker_sentiment_score': '-0.220457', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'CDNS', 'relevance_score': '0.085022', 'ticker_sentiment_score': '-0.220457', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'ZS', 'relevance_score': '0.085022', 'ticker_sentiment_score': '-0.098468', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PANW', 'relevance_score': '0.085022', 'ticker_sentiment_score': '0.129966', 'ticker_sentiment_label': 'Neutral'}]"
20230425T181541,0.165874,Somewhat-Bullish,"[{'ticker': 'MS', 'relevance_score': '0.191929', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.818461', 'ticker_sentiment_score': '0.291217', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20230425T181400,0.317699,Somewhat-Bullish,"[{'ticker': 'GLDAF', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.050754', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.22574', 'ticker_sentiment_score': '0.257926', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TRMNF', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.121802', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MDT', 'relevance_score': '0.724228', 'ticker_sentiment_score': '0.454072', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.045743', 'ticker_sentiment_score': '0.050754', 'ticker_sentiment_label': 'Neutral'}]"
20230425T173907,,,
,,,
,,,
,,,
's,,,
20230425T172337,0.248484,Somewhat-Bullish,"[{'ticker': 'GIS', 'relevance_score': '0.141171', 'ticker_sentiment_score': '0.185585', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'KMB', 'relevance_score': '0.141171', 'ticker_sentiment_score': '0.209855', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SMGBF', 'relevance_score': '0.047278', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.141171', 'ticker_sentiment_score': '0.074575', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LLY', 'relevance_score': '0.233108', 'ticker_sentiment_score': '0.271429', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CNC', 'relevance_score': '0.141171', 'ticker_sentiment_score': '0.169954', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PEP', 'relevance_score': '0.141171', 'ticker_sentiment_score': '0.105321', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABBV', 'relevance_score': '0.141171', 'ticker_sentiment_score': '0.234773', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PM', 'relevance_score': '0.141171', 'ticker_sentiment_score': '0.071111', 'ticker_sentiment_label': 'Neutral'}]"
20230425T172041,0.026502,Neutral,"[{'ticker': 'MRNA', 'relevance_score': '0.055492', 'ticker_sentiment_score': '-0.388108', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'BIIB', 'relevance_score': '0.110717', 'ticker_sentiment_score': '0.177693', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.110717', 'ticker_sentiment_score': '-0.010255', 'ticker_sentiment_label': 'Neutral'}]"
20230425T171000,0.142583,Neutral,"[{'ticker': 'JNJ', 'relevance_score': '0.958038', 'ticker_sentiment_score': '0.255508', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20230425T162546,-0.170479,Somewhat-Bearish,"[{'ticker': 'MRNA', 'relevance_score': '0.023909', 'ticker_sentiment_score': '-0.379647', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'JNJ', 'relevance_score': '0.047797', 'ticker_sentiment_score': '-0.008994', 'ticker_sentiment_label': 'Neutral'}]"
20230425T153008,0.134159,Neutral,"[{'ticker': 'JNJ', 'relevance_score': '0.52612', 'ticker_sentiment_score': '0.103413', 'ticker_sentiment_label': 'Neutral'}]"
20230425T134500,0.122113,Neutral,"[{'ticker': 'ABT', 'relevance_score': '0.076358', 'ticker_sentiment_score': '0.13366', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.038223', 'ticker_sentiment_score': '0.056664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VRTX', 'relevance_score': '0.038223', 'ticker_sentiment_score': '0.001966', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABBV', 'relevance_score': '0.434763', 'ticker_sentiment_score': '0.12606', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GILD', 'relevance_score': '0.038223', 'ticker_sentiment_score': '0.001966', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RXDX', 'relevance_score': '0.076358', 'ticker_sentiment_score': '0.023564', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.038223', 'ticker_sentiment_score': '0.056664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BMY', 'relevance_score': '0.038223', 'ticker_sentiment_score': '0.056664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TAK', 'relevance_score': '0.038223', 'ticker_sentiment_score': '0.056664', 'ticker_sentiment_label': 'Neutral'}]"
20230425T120000,0.518787,Bullish,"[{'ticker': 'HD', 'relevance_score': '0.067347', 'ticker_sentiment_score': '0.240094', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MAYNF', 'relevance_score': '0.067347', 'ticker_sentiment_score': '0.240094', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.067347', 'ticker_sentiment_score': '0.240094', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20230425T115000,0.076834,Neutral,"[{'ticker': 'WBD', 'relevance_score': '0.035821', 'ticker_sentiment_score': '0.048365', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SBNY', 'relevance_score': '0.107175', 'ticker_sentiment_score': '-0.055264', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FRC', 'relevance_score': '0.035821', 'ticker_sentiment_score': '-0.224585', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'JNJ', 'relevance_score': '0.07157', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
20230425T105000,0.260736,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.064449', 'ticker_sentiment_score': '0.047025', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BMY', 'relevance_score': '0.064449', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.128478', 'ticker_sentiment_score': '0.195915', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FOREX:USD', 'relevance_score': '0.064449', 'ticker_sentiment_score': '0.15322', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20230425T050000,0.155669,Somewhat-Bullish,"[{'ticker': 'IDRSF', 'relevance_score': '0.216307', 'ticker_sentiment_score': '0.170819', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.015644', 'ticker_sentiment_score': '0.029107', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NBIX', 'relevance_score': '0.031282', 'ticker_sentiment_score': '0.050154', 'ticker_sentiment_label': 'Neutral'}]"
20230424T213000,0.247326,Somewhat-Bullish,"[{'ticker': 'BIO', 'relevance_score': '0.038101', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABT', 'relevance_score': '0.038101', 'ticker_sentiment_score': '-0.018606', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CAH', 'relevance_score': '0.038101', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.038101', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TMO', 'relevance_score': '0.038101', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
20230424T211837,0.268487,Somewhat-Bullish,"[{'ticker': 'BR', 'relevance_score': '0.037387', 'ticker_sentiment_score': '0.077474', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CURN', 'relevance_score': '0.037387', 'ticker_sentiment_score': '0.083955', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'C', 'relevance_score': '0.037387', 'ticker_sentiment_score': '0.12745', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.074692', 'ticker_sentiment_score': '0.100172', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.393884', 'ticker_sentiment_score': '0.327889', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20230424T205200,0.089141,Neutral,"[{'ticker': 'GS', 'relevance_score': '0.214937', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.214937', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
20230424T204156,0.262987,Somewhat-Bullish,"[{'ticker': 'BAC', 'relevance_score': '0.285526', 'ticker_sentiment_score': '0.270211', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GS', 'relevance_score': '0.285526', 'ticker_sentiment_score': '0.270211', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.285526', 'ticker_sentiment_score': '0.145711', 'ticker_sentiment_label': 'Neutral'}]"
20230424T201355,0.133625,Neutral,"[{'ticker': 'LIN', 'relevance_score': '0.00959', 'ticker_sentiment_score': '0.063457', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JCI', 'relevance_score': '0.00959', 'ticker_sentiment_score': '0.063457', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.019178', 'ticker_sentiment_score': '0.016023', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'C', 'relevance_score': '0.00959', 'ticker_sentiment_score': '0.043737', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAC', 'relevance_score': '0.076602', 'ticker_sentiment_score': '0.052171', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WFC', 'relevance_score': '0.019178', 'ticker_sentiment_score': '0.060997', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.00959', 'ticker_sentiment_score': '0.043737', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.067051', 'ticker_sentiment_score': '0.067508', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PG', 'relevance_score': '0.028764', 'ticker_sentiment_score': '0.048426', 'ticker_sentiment_label': 'Neutral'}]"
20230424T194911,0.14175,Neutral,"[{'ticker': 'NFLX', 'relevance_score': '0.051901', 'ticker_sentiment_score': '0.017974', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NRHI', 'relevance_score': '0.006492', 'ticker_sentiment_score': '0.083605', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.090694', 'ticker_sentiment_score': '0.023225', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GM', 'relevance_score': '0.006492', 'ticker_sentiment_score': '0.04496', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.006492', 'ticker_sentiment_score': '-0.167535', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'TWNK', 'relevance_score': '0.012984', 'ticker_sentiment_score': '0.031977', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AWON', 'relevance_score': '0.006492', 'ticker_sentiment_score': '0.054387', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSCO', 'relevance_score': '0.058377', 'ticker_sentiment_score': '0.051015', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GIS', 'relevance_score': '0.012984', 'ticker_sentiment_score': '0.031977', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.077782', 'ticker_sentiment_score': '0.057029', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PG', 'relevance_score': '0.019474', 'ticker_sentiment_score': '0.015029', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AXP', 'relevance_score': '0.025964', 'ticker_sentiment_score': '0.072754', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ISRG', 'relevance_score': '0.019474', 'ticker_sentiment_score': '0.127153', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.025964', 'ticker_sentiment_score': '-0.00555', 'ticker_sentiment_label': 'Neutral'}]"
20230424T192131,0.27652,Somewhat-Bullish,"[{'ticker': 'AMD', 'relevance_score': '0.947069', 'ticker_sentiment_score': '0.466161', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.947069', 'ticker_sentiment_score': '0.466161', 'ticker_sentiment_label': 'Bullish'}]"
20230424T183345,0.090391,Neutral,"[{'ticker': 'BAYZF', 'relevance_score': '0.050044', 'ticker_sentiment_score': '0.071387', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.050044', 'ticker_sentiment_score': '0.166218', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MBLY', 'relevance_score': '0.050044', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.050044', 'ticker_sentiment_score': '0.027987', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PG', 'relevance_score': '0.050044', 'ticker_sentiment_score': '0.071387', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HLN', 'relevance_score': '0.050044', 'ticker_sentiment_score': '0.071387', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.050044', 'ticker_sentiment_score': '0.166218', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GSK', 'relevance_score': '0.050044', 'ticker_sentiment_score': '0.071387', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNY', 'relevance_score': '0.050044', 'ticker_sentiment_score': '0.071387', 'ticker_sentiment_label': 'Neutral'}]"
20230424T143406,0.150797,Somewhat-Bullish,"[{'ticker': 'BABA', 'relevance_score': '0.080865', 'ticker_sentiment_score': '0.053399', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'KO', 'relevance_score': '0.121037', 'ticker_sentiment_score': '0.169479', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.080865', 'ticker_sentiment_score': '0.096718', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UBS', 'relevance_score': '0.080865', 'ticker_sentiment_score': '-0.005373', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MU', 'relevance_score': '0.080865', 'ticker_sentiment_score': '-0.088549', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.080865', 'ticker_sentiment_score': '-0.005373', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TCTZF', 'relevance_score': '0.040484', 'ticker_sentiment_score': '0.051014', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSNLF', 'relevance_score': '0.080865', 'ticker_sentiment_score': '0.104339', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PDD', 'relevance_score': '0.121037', 'ticker_sentiment_score': '-0.006265', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSTK', 'relevance_score': '0.040484', 'ticker_sentiment_score': '0.148446', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RYLPF', 'relevance_score': '0.040484', 'ticker_sentiment_score': '0.130636', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SFTBF', 'relevance_score': '0.080865', 'ticker_sentiment_score': '0.194047', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'LLY', 'relevance_score': '0.121037', 'ticker_sentiment_score': '0.099385', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMPH', 'relevance_score': '0.080865', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CCZ', 'relevance_score': '0.080865', 'ticker_sentiment_score': '0.058628', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.160901', 'ticker_sentiment_score': '0.1299', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:EUR', 'relevance_score': '0.040484', 'ticker_sentiment_score': '0.321485', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
20230424T142900,0.152361,Somewhat-Bullish,"[{'ticker': 'NVO', 'relevance_score': '0.229149', 'ticker_sentiment_score': '-0.003495', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABBV', 'relevance_score': '0.337811', 'ticker_sentiment_score': '0.178678', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.172919', 'ticker_sentiment_score': '0.04057', 'ticker_sentiment_label': 'Neutral'}]"
